bundle,type,place,date
me.mycake,education|apps_topselling_free,3,2020-12-08 07:40:27.79538
me.mycake,education|apps_topgrossing,0,2020-12-08 07:40:31.64524
me.mycake,education|apps_movers_shakers,1,2020-12-08 07:40:32.767585
me.mycake,education|apps_topselling_paid,0,2020-12-08 07:40:33.671574
com.lingualeo.android,education|apps_topselling_free,37,2020-12-08 07:43:26.13323
com.lingualeo.android,education|apps_topgrossing,6,2020-12-08 07:43:29.775192
com.lingualeo.android,education|apps_movers_shakers,64,2020-12-08 07:43:30.881214
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-08 07:43:31.92469
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,195,2020-12-09 07:14:19.699124
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,24,2020-12-09 07:14:23.387378
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-09 07:14:24.442416
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-09 07:14:25.453216
com.ewa.ewaapp,education|apps_topselling_free,7,2020-12-09 07:16:51.282114
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-09 07:16:54.368758
com.ewa.ewaapp,education|apps_movers_shakers,7,2020-12-09 07:16:55.495594
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-09 07:16:56.35732
com.atistudios.mondly.languages,education|apps_topselling_free,307,2020-12-09 07:20:01.615469
com.atistudios.mondly.languages,education|apps_topgrossing,21,2020-12-09 07:20:05.197137
com.atistudios.mondly.languages,education|apps_movers_shakers,0,2020-12-09 07:20:06.289912
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-09 07:20:07.269228
com.wlingua.curso,education|apps_topselling_free,0,2020-12-09 07:22:47.025078
com.wlingua.curso,education|apps_topgrossing,0,2020-12-09 07:22:50.485265
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-09 07:22:51.623102
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-09 07:22:52.508001
com.quizlet.quizletandroid,education|apps_topselling_free,49,2020-12-09 07:25:51.555243
com.quizlet.quizletandroid,education|apps_topgrossing,20,2020-12-09 07:25:55.514146
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-09 07:25:56.631176
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-09 07:25:57.612529
com.memrise.android.memrisecompanion,education|apps_topselling_free,239,2020-12-09 07:28:37.014856
com.memrise.android.memrisecompanion,education|apps_topgrossing,10,2020-12-09 07:28:43.0165
com.memrise.android.memrisecompanion,education|apps_movers_shakers,0,2020-12-09 07:28:44.075036
com.memrise.android.memrisecompanion,education|apps_topselling_paid,0,2020-12-09 07:28:44.990595
com.busuu.android.enc,education|apps_topselling_free,70,2020-12-09 07:31:42.817647
com.busuu.android.enc,education|apps_topgrossing,8,2020-12-09 07:31:46.62187
com.busuu.android.enc,education|apps_movers_shakers,0,2020-12-09 07:31:47.707773
com.busuu.android.enc,education|apps_topselling_paid,0,2020-12-09 07:31:48.701489
com.duolingo,education|apps_topselling_free,8,2020-12-09 07:41:11.394343
com.duolingo,education|apps_topgrossing,3,2020-12-09 07:41:14.693427
com.duolingo,education|apps_movers_shakers,0,2020-12-09 07:41:15.889516
com.duolingo,education|apps_topselling_paid,0,2020-12-09 07:41:16.700673
me.mycake,education|apps_topselling_free,3,2020-12-09 07:42:57.655104
me.mycake,education|apps_topgrossing,0,2020-12-09 07:43:00.928616
me.mycake,education|apps_movers_shakers,5,2020-12-09 07:43:02.004767
me.mycake,education|apps_topselling_paid,0,2020-12-09 07:43:02.96475
com.lingualeo.android,education|apps_topselling_free,39,2020-12-09 07:45:55.895192
com.lingualeo.android,education|apps_topgrossing,6,2020-12-09 07:45:59.314646
com.lingualeo.android,education|apps_movers_shakers,59,2020-12-09 07:46:00.470582
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-09 07:46:01.433604
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,213,2020-12-10 07:16:55.063571
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,21,2020-12-10 07:16:58.512239
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-10 07:16:59.654422
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-10 07:17:00.619462
com.ewa.ewaapp,education|apps_topselling_free,8,2020-12-10 07:19:20.117424
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-10 07:19:23.710956
com.ewa.ewaapp,education|apps_movers_shakers,30,2020-12-10 07:19:24.84872
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-10 07:19:25.777017
com.atistudios.mondly.languages,education|apps_topselling_free,242,2020-12-10 07:22:31.188432
com.atistudios.mondly.languages,education|apps_topgrossing,20,2020-12-10 07:22:34.948566
com.atistudios.mondly.languages,education|apps_movers_shakers,29,2020-12-10 07:22:36.11261
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-10 07:22:37.046022
com.wlingua.curso,education|apps_topselling_free,0,2020-12-10 07:25:14.557022
com.wlingua.curso,education|apps_topgrossing,0,2020-12-10 07:25:17.939622
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-10 07:25:19.028253
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-10 07:25:19.975294
com.quizlet.quizletandroid,education|apps_topselling_free,48,2020-12-10 07:28:21.755385
com.quizlet.quizletandroid,education|apps_topgrossing,24,2020-12-10 07:28:25.114241
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-10 07:28:26.251236
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-10 07:28:27.137014
com.memrise.android.memrisecompanion,education|apps_topselling_free,247,2020-12-10 07:31:09.309407
com.memrise.android.memrisecompanion,education|apps_topgrossing,11,2020-12-10 07:31:12.621473
com.memrise.android.memrisecompanion,education|apps_movers_shakers,0,2020-12-10 07:31:13.785493
com.memrise.android.memrisecompanion,education|apps_topselling_paid,0,2020-12-10 07:31:14.62425
com.busuu.android.enc,education|apps_topselling_free,68,2020-12-10 07:34:12.979766
com.busuu.android.enc,education|apps_topgrossing,8,2020-12-10 07:34:16.458409
com.busuu.android.enc,education|apps_movers_shakers,0,2020-12-10 07:34:17.508082
com.busuu.android.enc,education|apps_topselling_paid,0,2020-12-10 07:34:18.404542
com.duolingo,education|apps_topselling_free,7,2020-12-10 07:43:45.051652
com.duolingo,education|apps_topgrossing,3,2020-12-10 07:43:49.331646
com.duolingo,education|apps_movers_shakers,0,2020-12-10 07:43:50.441535
com.duolingo,education|apps_topselling_paid,0,2020-12-10 07:43:51.331062
me.mycake,education|apps_topselling_free,4,2020-12-10 07:45:25.821402
me.mycake,education|apps_topgrossing,0,2020-12-10 07:45:29.083825
me.mycake,education|apps_movers_shakers,20,2020-12-10 07:45:30.195295
me.mycake,education|apps_topselling_paid,0,2020-12-10 07:45:31.067502
com.lingualeo.android,education|apps_topselling_free,40,2020-12-10 07:48:20.182736
com.lingualeo.android,education|apps_topgrossing,6,2020-12-10 07:48:23.466807
com.lingualeo.android,education|apps_movers_shakers,75,2020-12-10 07:48:24.649251
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-10 07:48:25.513449
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,224,2020-12-11 07:19:37.718013
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,22,2020-12-11 07:19:41.693496
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-11 07:19:42.857151
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-11 07:19:43.717175
com.ewa.ewaapp,education|apps_topselling_free,9,2020-12-11 07:21:52.755259
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-11 07:21:56.16702
com.ewa.ewaapp,education|apps_movers_shakers,43,2020-12-11 07:21:57.276668
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-11 07:21:58.195696
com.atistudios.mondly.languages,education|apps_topselling_free,195,2020-12-11 07:25:05.87167
com.atistudios.mondly.languages,education|apps_topgrossing,18,2020-12-11 07:25:09.128467
com.atistudios.mondly.languages,education|apps_movers_shakers,10,2020-12-11 07:25:10.174032
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-11 07:25:11.067997
com.wlingua.curso,education|apps_topselling_free,0,2020-12-11 07:27:47.164994
com.wlingua.curso,education|apps_topgrossing,0,2020-12-11 07:27:50.456909
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-11 07:27:51.562427
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-11 07:27:52.471975
com.quizlet.quizletandroid,education|apps_topselling_free,46,2020-12-11 07:30:55.194919
com.quizlet.quizletandroid,education|apps_topgrossing,24,2020-12-11 07:30:58.504864
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-11 07:30:59.630687
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-11 07:31:00.508344
com.memrise.android.memrisecompanion,education|apps_topselling_free,243,2020-12-11 07:33:42.962118
com.memrise.android.memrisecompanion,education|apps_topgrossing,11,2020-12-11 07:33:46.22301
com.memrise.android.memrisecompanion,education|apps_movers_shakers,0,2020-12-11 07:33:47.250666
com.memrise.android.memrisecompanion,education|apps_topselling_paid,0,2020-12-11 07:33:48.162817
com.busuu.android.enc,education|apps_topselling_free,76,2020-12-11 07:36:46.480695
com.busuu.android.enc,education|apps_topgrossing,8,2020-12-11 07:36:49.745073
com.busuu.android.enc,education|apps_movers_shakers,0,2020-12-11 07:36:50.847615
com.busuu.android.enc,education|apps_topselling_paid,0,2020-12-11 07:36:51.805702
com.duolingo,education|apps_topselling_free,8,2020-12-11 07:46:22.700988
com.duolingo,education|apps_topgrossing,3,2020-12-11 07:46:25.893004
com.duolingo,education|apps_movers_shakers,0,2020-12-11 07:46:26.940332
com.duolingo,education|apps_topselling_paid,0,2020-12-11 07:46:27.819462
me.mycake,education|apps_topselling_free,5,2020-12-11 07:47:56.365107
me.mycake,education|apps_topgrossing,0,2020-12-11 07:47:59.679269
me.mycake,education|apps_movers_shakers,51,2020-12-11 07:48:00.862338
me.mycake,education|apps_topselling_paid,0,2020-12-11 07:48:01.702961
com.lingualeo.android,education|apps_topselling_free,40,2020-12-11 07:50:50.38143
com.lingualeo.android,education|apps_topgrossing,7,2020-12-11 07:50:53.648607
com.lingualeo.android,education|apps_movers_shakers,76,2020-12-11 07:50:54.740178
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-11 07:50:55.547459
com.lingualeo.android,education|apps_topselling_free,24,2020-12-14 09:04:34.985215
com.lingualeo.android,education|apps_topgrossing,6,2020-12-14 09:04:38.57709
com.lingualeo.android,education|apps_movers_shakers,9,2020-12-14 09:04:40.197002
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-14 09:04:40.690343
com.duolingo,education|apps_topselling_free,8,2020-12-14 09:08:11.449457
com.duolingo,education|apps_topgrossing,3,2020-12-14 09:08:15.468606
com.duolingo,education|apps_movers_shakers,0,2020-12-14 09:08:17.307316
com.duolingo,education|apps_topselling_paid,0,2020-12-14 09:08:18.338237
me.mycake,education|apps_topselling_free,3,2020-12-14 09:11:20.874322
me.mycake,education|apps_topgrossing,0,2020-12-14 09:11:24.510785
me.mycake,education|apps_movers_shakers,82,2020-12-14 09:11:26.059603
me.mycake,education|apps_topselling_paid,0,2020-12-14 09:11:26.418508
com.busuu.android.enc,education|apps_topselling_free,69,2020-12-14 09:14:32.29747
com.busuu.android.enc,education|apps_topgrossing,8,2020-12-14 09:14:35.892829
com.busuu.android.enc,education|apps_movers_shakers,0,2020-12-14 09:14:37.358452
com.busuu.android.enc,education|apps_topselling_paid,0,2020-12-14 09:14:37.740444
com.memrise.android.memrisecompanion,education|apps_topselling_free,243,2020-12-14 09:17:45.363967
com.memrise.android.memrisecompanion,education|apps_topgrossing,11,2020-12-14 09:17:49.042291
com.memrise.android.memrisecompanion,education|apps_movers_shakers,0,2020-12-14 09:17:50.632033
com.memrise.android.memrisecompanion,education|apps_topselling_paid,0,2020-12-14 09:17:51.02327
com.quizlet.quizletandroid,education|apps_topselling_free,65,2020-12-14 09:21:04.352995
com.quizlet.quizletandroid,education|apps_topgrossing,22,2020-12-14 09:21:07.907167
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-14 09:21:09.523536
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-14 09:21:09.995836
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,232,2020-12-14 09:24:11.836559
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,21,2020-12-14 09:24:15.415827
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-14 09:24:16.928196
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-14 09:24:17.426896
com.ewa.ewaapp,education|apps_topselling_free,9,2020-12-14 09:27:26.092904
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-14 09:27:29.593179
com.ewa.ewaapp,education|apps_movers_shakers,0,2020-12-14 09:27:31.238684
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-14 09:27:31.695787
com.wlingua.curso,education|apps_topselling_free,0,2020-12-14 09:30:34.702702
com.wlingua.curso,education|apps_topgrossing,0,2020-12-14 09:30:38.302812
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-14 09:30:40.091844
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-14 09:30:40.469473
com.atistudios.mondly.languages,education|apps_topselling_free,168,2020-12-14 09:33:46.423821
com.atistudios.mondly.languages,education|apps_topgrossing,24,2020-12-14 09:33:50.052044
com.atistudios.mondly.languages,education|apps_movers_shakers,52,2020-12-14 09:33:51.667018
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-14 09:33:52.195206
com.lingualeo.android,education|apps_topselling_free,23,2020-12-15 09:07:31.861079
com.lingualeo.android,education|apps_topgrossing,6,2020-12-15 09:07:36.068327
com.lingualeo.android,education|apps_movers_shakers,11,2020-12-15 09:07:37.364527
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-15 09:07:37.770064
com.duolingo,education|apps_topselling_free,8,2020-12-15 09:10:53.323558
com.duolingo,education|apps_topgrossing,3,2020-12-15 09:10:56.916344
com.duolingo,education|apps_movers_shakers,0,2020-12-15 09:10:58.211662
com.duolingo,education|apps_topselling_paid,0,2020-12-15 09:10:58.705207
me.mycake,education|apps_topselling_free,3,2020-12-15 09:14:05.167341
me.mycake,education|apps_topgrossing,0,2020-12-15 09:14:09.238882
me.mycake,education|apps_movers_shakers,91,2020-12-15 09:14:10.395833
me.mycake,education|apps_topselling_paid,0,2020-12-15 09:14:10.891178
com.busuu.android.enc,education|apps_topselling_free,70,2020-12-15 09:17:14.808487
com.busuu.android.enc,education|apps_topgrossing,8,2020-12-15 09:17:18.611536
com.busuu.android.enc,education|apps_movers_shakers,0,2020-12-15 09:17:19.805177
com.busuu.android.enc,education|apps_topselling_paid,0,2020-12-15 09:17:20.163787
com.memrise.android.memrisecompanion,education|apps_topselling_free,238,2020-12-15 09:20:26.212831
com.memrise.android.memrisecompanion,education|apps_topgrossing,12,2020-12-15 09:20:29.897749
com.memrise.android.memrisecompanion,education|apps_movers_shakers,0,2020-12-15 09:20:31.04463
com.memrise.android.memrisecompanion,education|apps_topselling_paid,0,2020-12-15 09:20:31.615021
com.quizlet.quizletandroid,education|apps_topselling_free,57,2020-12-15 09:23:46.144577
com.quizlet.quizletandroid,education|apps_topgrossing,23,2020-12-15 09:23:49.700456
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-15 09:23:50.980472
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-15 09:23:51.414557
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,223,2020-12-15 09:26:53.828192
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,18,2020-12-15 09:26:57.557165
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-15 09:26:58.817466
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-15 09:26:59.207573
com.ewa.ewaapp,education|apps_topselling_free,11,2020-12-15 09:30:08.071586
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-15 09:30:11.585718
com.ewa.ewaapp,education|apps_movers_shakers,0,2020-12-15 09:30:12.838112
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-15 09:30:13.253792
com.wlingua.curso,education|apps_topselling_free,0,2020-12-15 09:33:15.985897
com.wlingua.curso,education|apps_topgrossing,0,2020-12-15 09:33:19.875699
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-15 09:33:21.03554
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-15 09:33:21.418747
com.atistudios.mondly.languages,education|apps_topselling_free,170,2020-12-15 09:36:25.54137
com.atistudios.mondly.languages,education|apps_topgrossing,22,2020-12-15 09:36:29.448121
com.atistudios.mondly.languages,education|apps_movers_shakers,56,2020-12-15 09:36:30.577941
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-15 09:36:30.946916
com.lingualeo.android,education|apps_topselling_free,25,2020-12-16 09:10:31.039759
com.lingualeo.android,education|apps_topgrossing,6,2020-12-16 09:10:34.506496
com.lingualeo.android,education|apps_movers_shakers,7,2020-12-16 09:10:35.530908
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-16 09:10:35.924177
com.duolingo,education|apps_topselling_free,9,2020-12-16 09:13:42.972092
com.duolingo,education|apps_topgrossing,3,2020-12-16 09:13:52.736126
com.duolingo,education|apps_movers_shakers,0,2020-12-16 09:13:53.830447
com.duolingo,education|apps_topselling_paid,0,2020-12-16 09:13:54.21786
me.mycake,education|apps_topselling_free,3,2020-12-16 09:16:47.205063
me.mycake,education|apps_topgrossing,0,2020-12-16 09:16:50.712059
me.mycake,education|apps_movers_shakers,76,2020-12-16 09:16:51.821348
me.mycake,education|apps_topselling_paid,0,2020-12-16 09:16:53.353426
com.busuu.android.enc,education|apps_topselling_free,70,2020-12-16 09:20:01.340556
com.memrise.android.memrisecompanion,education|apps_topselling_free,222,2020-12-16 09:23:06.501782
com.quizlet.quizletandroid,education|apps_topselling_free,55,2020-12-16 09:26:33.010983
com.quizlet.quizletandroid,education|apps_topgrossing,20,2020-12-16 09:26:38.444531
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-16 09:26:40.072639
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-16 09:26:40.449592
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,230,2020-12-16 09:29:28.958041
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,18,2020-12-16 09:29:32.556232
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-16 09:29:33.6944
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-16 09:29:34.044368
com.ewa.ewaapp,education|apps_topselling_free,10,2020-12-16 09:32:44.45573
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-16 09:32:52.647828
com.ewa.ewaapp,education|apps_movers_shakers,0,2020-12-16 09:32:55.627853
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-16 09:32:56.009743
com.wlingua.curso,education|apps_topselling_free,0,2020-12-16 09:36:07.524927
com.wlingua.curso,education|apps_topgrossing,0,2020-12-16 09:36:13.103904
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-16 09:36:16.242123
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-16 09:36:16.688598
com.atistudios.mondly.languages,education|apps_topselling_free,194,2020-12-16 09:39:20.06165
com.atistudios.mondly.languages,education|apps_topgrossing,22,2020-12-16 09:39:26.342396
com.atistudios.mondly.languages,education|apps_movers_shakers,57,2020-12-16 09:39:30.07887
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-16 09:39:30.983706
com.lingualeo.android,education|apps_topselling_free,25,2020-12-17 09:13:14.944613
com.lingualeo.android,education|apps_topgrossing,6,2020-12-17 09:13:22.924789
com.lingualeo.android,education|apps_movers_shakers,8,2020-12-17 09:13:25.210115
com.lingualeo.android,education|apps_topselling_paid,0,2020-12-17 09:13:25.698994
com.duolingo,education|apps_topselling_free,8,2020-12-17 09:16:26.85703
com.duolingo,education|apps_topgrossing,3,2020-12-17 09:16:30.489113
com.duolingo,education|apps_movers_shakers,0,2020-12-17 09:16:32.070776
com.duolingo,education|apps_topselling_paid,0,2020-12-17 09:16:32.557092
me.mycake,education|apps_topselling_free,3,2020-12-17 09:19:28.087831
me.mycake,education|apps_topgrossing,0,2020-12-17 09:19:31.852434
me.mycake,education|apps_movers_shakers,110,2020-12-17 09:19:33.869734
me.mycake,education|apps_topselling_paid,0,2020-12-17 09:19:34.388989
com.quizlet.quizletandroid,education|apps_topselling_free,54,2020-12-17 09:29:27.337426
com.quizlet.quizletandroid,education|apps_topgrossing,16,2020-12-17 09:29:33.35044
com.quizlet.quizletandroid,education|apps_movers_shakers,0,2020-12-17 09:29:36.003001
com.quizlet.quizletandroid,education|apps_topselling_paid,0,2020-12-17 09:29:36.421446
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_free,241,2020-12-17 09:32:02.242142
air.com.rosettastone.mobile.CoursePlayer,education|apps_topgrossing,17,2020-12-17 09:32:09.348199
air.com.rosettastone.mobile.CoursePlayer,education|apps_movers_shakers,0,2020-12-17 09:32:11.41802
air.com.rosettastone.mobile.CoursePlayer,education|apps_topselling_paid,0,2020-12-17 09:32:11.808386
com.ewa.ewaapp,education|apps_topselling_free,15,2020-12-17 09:35:29.552795
com.ewa.ewaapp,education|apps_topgrossing,4,2020-12-17 09:35:36.219981
com.ewa.ewaapp,education|apps_movers_shakers,0,2020-12-17 09:35:37.921536
com.ewa.ewaapp,education|apps_topselling_paid,0,2020-12-17 09:35:38.3086
com.wlingua.curso,education|apps_topselling_free,0,2020-12-17 09:38:54.180877
com.wlingua.curso,education|apps_topgrossing,0,2020-12-17 09:38:59.180841
com.wlingua.curso,education|apps_movers_shakers,0,2020-12-17 09:39:01.176776
com.wlingua.curso,education|apps_topselling_paid,0,2020-12-17 09:39:01.542144
com.atistudios.mondly.languages,education|apps_topselling_free,164,2020-12-17 09:42:09.333901
com.atistudios.mondly.languages,education|apps_topgrossing,21,2020-12-17 09:42:13.133838
com.atistudios.mondly.languages,education|apps_movers_shakers,70,2020-12-17 09:42:14.627841
com.atistudios.mondly.languages,education|apps_topselling_paid,0,2020-12-17 09:42:14.97455
